1.274159862842643633e+03 2.814399073093796811e-15 2.155495148639359950e-18
1.274180297016340774e+03 2.817871818475422408e-15 2.153898589482151200e-18
1.274200731090037152e+03 2.817601872745173166e-15 2.155779669824237055e-18
1.274221165363494947e+03 2.815774975549039982e-15 2.155804602695523719e-18
1.274241599536726426e+03 2.815934998317818286e-15 2.155743640182156692e-18
1.274262033609957143e+03 2.812169470722119916e-15 2.155874028390009862e-18
1.274282467882949277e+03 2.818934104381365698e-15 2.156661557648560743e-18
1.274302902055947925e+03 2.810207333441017629e-15 2.155160442862703258e-18
1.274323336128712981e+03 2.794602930445663376e-15 2.153760333238942377e-18
1.274343770401239453e+03 2.791528007172333002e-15 2.153229610556178896e-18
1.274364204473771679e+03 2.789010387495002431e-15 2.153222776481225405e-18
1.274384638746065320e+03 2.794109792253823723e-15 2.153225013508510336e-18
1.274405072918132646e+03 2.791116391093345182e-15 2.153582123855282617e-18
1.274425506990199210e+03 2.805182108308012844e-15 2.156245166416950753e-18
1.274445941262034466e+03 2.812971955453644399e-15 2.157495411282086955e-18
1.274466375433861685e+03 2.812529833234870870e-15 2.156619634522862297e-18
1.274486809505462588e+03 2.815218313187901232e-15 2.157245167722877466e-18
1.274507243776824907e+03 2.810733257635072338e-15 2.157977071403388593e-18
1.274527677948193741e+03 2.816262317290808395e-15 2.157825697960080155e-18
1.274548112119329744e+03 2.815282064166493006e-15 2.158652615327650617e-18
1.274568546290232916e+03 2.815337860817950250e-15 2.157722504904774917e-18
1.274588980461128813e+03 2.813343453479391961e-15 2.158428014506483185e-18
1.274609414731799916e+03 2.814455183289389109e-15 2.158717837718787468e-18
1.274629848802462220e+03 2.814921859991210960e-15 2.158944554865770120e-18
1.274650282972899731e+03 2.814138390946165986e-15 2.157842804029023806e-18
1.274670717243105173e+03 2.814996772456869796e-15 2.159404056720443978e-18
1.274691151313309092e+03 2.815421453957067939e-15 2.158649521889887020e-18
1.274711585483273666e+03 2.821457891103092093e-15 2.159756843996207501e-18
1.274732019753246277e+03 2.819696220537422472e-15 2.159794007805585004e-18
1.274752453922978020e+03 2.817089774003775794e-15 2.159266202155406650e-18
1.274772887992483447e+03 2.819860691771593751e-15 2.159442609753344813e-18
1.274793322261757567e+03 2.817082171254236792e-15 2.159845743423213346e-18
1.274813756431023648e+03 2.819761043352260966e-15 2.159660560591214922e-18
1.274854624769337534e+03 2.820988604528999915e-15 2.160749673247527439e-18
1.274875058938137954e+03 2.822533067279204512e-15 2.160996346664799158e-18
1.274895493206713581e+03 2.815029336577908013e-15 2.160141430621641603e-18
1.274915927275287686e+03 2.821554735076538244e-15 2.160948596182763360e-18
1.274936361443622445e+03 2.817945005810582268e-15 2.160702144491449028e-18
1.274956795711965242e+03 2.819083556979022648e-15 2.160218362037224555e-18
1.274977229780073685e+03 2.816294633788511015e-15 2.160865703456354521e-18
1.274997663947942783e+03 2.818133350925990263e-15 2.160999609400124885e-18
1.275018098115819157e+03 2.820080042853708127e-15 2.161318137845922319e-18
1.275038532283462700e+03 2.819622673217880940e-15 2.160278535700819391e-18
1.275058966551099729e+03 2.820280655151485775e-15 2.160748081907644316e-18
1.275079400618509680e+03 2.821813897972965187e-15 2.160990038971379402e-18
1.275099834785687563e+03 2.823664092054914686e-15 2.161805979705397352e-18
1.275120269052858930e+03 2.817459215149849627e-15 2.160865732101119652e-18
1.275140703119803220e+03 2.820571674955311909e-15 2.161280970565708211e-18
1.275161137286515441e+03 2.818144420518187808e-15 2.160248235493961343e-18
1.275181571553221147e+03 2.813428039952767350e-15 2.160460145040504967e-18
1.275202005619699776e+03 2.814650405387790234e-15 2.160561443590920750e-18
1.275222439785946335e+03 2.815441664972584270e-15 2.160655759103816942e-18
1.275242874052186380e+03 2.816137373721577265e-15 2.159962425500842660e-18
1.275263308218200109e+03 2.812907022886762657e-15 2.160304292056897179e-18
1.275283742384213838e+03 2.813092695050015783e-15 2.159771258402264615e-18
1.275304176549987460e+03 2.815340057134318892e-15 2.160588560085060827e-18
1.275324610715535528e+03 2.810448053471980862e-15 2.159758939755118148e-18
1.275345044881083595e+03 2.814722582459164654e-15 2.160621962227642663e-18
1.275365479046391556e+03 2.813771810426501233e-15 2.160167487241144706e-18
1.275385913211473962e+03 2.811112299910723446e-15 2.159677600633341668e-18
1.275406347476557130e+03 2.810184619928183086e-15 2.159917336847916898e-18
1.275426781541398668e+03 2.814841363680204498e-15 2.160713322610408963e-18
1.275447215706248244e+03 2.811178238335074723e-15 2.160589968701737660e-18
1.275467649970858474e+03 2.763408852564535016e-15 2.152911235923651342e-18
1.275488084035241627e+03 2.743795622044790313e-15 2.149562491393720808e-18
1.275508518299626303e+03 2.742184020323192355e-15 2.149789204358393666e-18
1.275528952463777387e+03 2.743825762518366487e-15 2.150177722192892298e-18
1.275549386527687602e+03 2.748048549707960162e-15 2.150458840872489113e-18
1.275569820791606617e+03 2.751797236365793117e-15 2.151343898838154189e-18
1.275590254955284763e+03 2.809803671051408164e-15 2.160232239141584943e-18
1.275610689018736593e+03 2.818005574617688639e-15 2.161453147646543737e-18
1.275631123282189947e+03 2.811278376145318054e-15 2.160012763243484315e-18
1.275651557345408946e+03 2.811143209402311227e-15 2.160322184187877959e-18
1.275671991508621431e+03 2.810311897627098269e-15 2.159895695932876900e-18
1.275692425771609123e+03 2.812783794823709339e-15 2.160321460704844468e-18
1.275712859834355186e+03 2.813264820923889243e-15 2.160579084861666554e-18
1.275733294097110047e+03 2.814142807697682525e-15 2.160513061954109852e-18
